EventId,EventTemplate,Occurrences
25751679,09:32:24.199 : BTLE scanner Powered Off,1
b577ec55,2017-07-06   [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,5
b0f0d778,2017/07/06  | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = ,38
436753b5,09:32:24.619 : Starting AirDrop server for user 501 on wake,1
41d1f4fa,09:32:24.620 : Scanning mode Contacts Only,1
8a7ae910,09:32:24.620 : BTLE scanner Powered ,2
c7c13825,09:32:34.479 : BTLE scanner Powered Off,1
dbf9d9a3,09:32:34.480 : BTLE scanner Powered Off,1
2ea2dcc5,09:32:39.521 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
c5e7e8e9,09:35:55.449 : BTLE scanner Powered ,2
88fbbba6,[09:35:55.765] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
68f79949,09:35:56.618 : Starting AirDrop server for user 501 on wake,1
947ec34b,09:35:56.618 : Scanning mode Contacts Only,1
5a4d54e9,FA||Url||taskID[2019353618] dealloc,1
38f9cc06,-[SOAPParser:0x7fee7169a960 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
03ff2edf,FA||Url||taskID[2019353619] dealloc,1
f67e92af,(DiskStore.Normal:2382) c001 1.000011,1
59fa0792,FA||Url||taskID[2019353620] dealloc,1
654bc2ca,[09:46:23.580] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
4c42ee7d,[09:46:23.586] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
8068ddea,[09:47:15.375] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
1b8ca3b3,FA||Url||taskID[2019353621] dealloc,1
e6e7e666,FA||Url||taskID[2019353622] dealloc,1
1203449a,FA||Url||taskID[2019353623] dealloc,1
9215fdf8,FA||Url||taskID[2019353624] dealloc,1
b52d0620,FA||Url||taskID[2019353625] dealloc,1
219c293e,FA||Url||taskID[2019353626] dealloc,1
115c191a,Session 102040 created,1
b36eac07,FA||Url||taskID[2019353627] dealloc,1
8af7af04,FA||Url||taskID[2019353628] dealloc,1
7f6a103c,FA||Url||taskID[2019353629] dealloc,1
a60c8650,FA||Url||taskID[2019353630] dealloc,1
54115a5c,[10:34:52.810] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
c3d5cbd2,[10:34:52.822] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
71a25cd4,[10:35:41.780] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
c9cf396b,[10:35:43.998] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
863333de,FA||Url||taskID[2019353631] dealloc,1
4edf6b9b,FA||Url||taskID[2019353632] dealloc,1
17f3c594,FA||Url||taskID[2019353633] dealloc,1
cbd168c0,FA||Url||taskID[2019353634] dealloc,1
1b06f958,FA||Url||taskID[2019353635] dealloc,1
14d4bae7,FA||Url||taskID[2019353636] dealloc,1
97638332,[11:02:57.983] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
ae6d7cab,[11:02:57.997] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
4dc22658,[11:03:41.748] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
f5a43caf,[11:03:49.286] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
1a7d9e1f,11:07:29.569 : BTLE scanner Powered Off,1
0bb41635,11:07:29.673 : Purged contact hashes,1
e26178f9,11:07:29.674 : Discoverable mode changed to Off,1
a6ac75f5,11:07:29.674 : BTLE scanning stopped,1
4a1b3450,FA||Url||taskID[2019353637] dealloc,1
4e628bb3,[11:08:41.986] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
e7dbee32,[0706/110842:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
435a346b,[11:08:44.018] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
e46c372f,FA||Url||taskID[2019353638] dealloc,1
3aa2ab9e,<*>(36884) deny network-outbound /private/var/run/mDNSResponder,6
7c2d46b1,[11:14:33.086] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
72071223,[0706/111433:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
bea7fdf5,[11:14:38.495] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
48902dce,FA||Url||taskID[2019353639] dealloc,1
8affd412,[11:21:03.084] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
273b7b77,[0706/112103:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
fe480d48,[11:21:06.922] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
ab8d5aa9,<*>(36908) deny network-outbound /private/var/run/mDNSResponder,6
71b509b0,FA||Url||taskID[2019353640] dealloc,1
f3163e6b,[11:59:24.857] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
97d2f2a5,[0706/115925:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
5c397548,[11:59:28.121] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
1bf7e275,[11:59:35.400] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
5e81beee,[11:59:35.999] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
b19d7c45,ARPT: 739114.500978: wlc_dump_aggfifo:,1
e9980b39,<*>(36919) deny network-outbound /private/var/run/mDNSResponder,7
535e6a51,-[SOAPParser:0x7fe2bdbcf7b0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
3cb7a75b,EWSGetItemResponseType returned no results; the request may have timed out.,1
2b961a07,[12:00:52.931] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
489039e5,FA||Url||taskID[2019353641] dealloc,1
6266b198,[0706/120053:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
93b17f67,ARPT: 739140.779796: wlc_dump_aggfifo:,1
537d78cf,ARPT: 739145.459810: wlc_dump_aggfifo:,1
a16c27b3,ARPT: 739145.547020: wlc_dump_aggfifo:,1
9e33d2e6,ARPT: 739145.684977: wlc_dump_aggfifo:,1
d5aedc72,[12:01:01.783] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
7948b9c5,ARPT: 739157.186465: wlc_dump_aggfifo:,1
84839860,ARPT: 739157.413994: wlc_dump_aggfifo:,1
dc60017a,ARPT: 739157.708299: wlc_dump_aggfifo:,1
f37fcfe6,ARPT: 739157.867474: wlc_dump_aggfifo:,1
c00386bd,ARPT: 739163.752963: wlc_dump_aggfifo:,1
8f9e2852,ARPT: 739163.832185: wlc_dump_aggfifo:,1
cc0424eb,ARPT: 739163.910938: wlc_dump_aggfifo:,1
6998ad93,ARPT: 739164.327920: wlc_dump_aggfifo:,1
24ef14a3,ARPT: 739164.467267: wlc_dump_aggfifo:,1
0f0488c3,ARPT: 739164.599317: wlc_dump_aggfifo:,1
ccc90fca,<*>(36928) deny network-outbound /private/var/run/mDNSResponder,7
fd778e5d,"2017-07-06  30311,  [CountryConfiguration]: Could not determine current country code: Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline.""  {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://<*>/pep/gcc, NSErrorFailingURLKey=https://<*>/pep/gcc,   NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://<*>/pep/gcc, NSErrorFailingURLKey=https://<*>/pep/gcc,   NSLocalizedDescription=The Internet connection appears to be offline.}",5
46c969ba,[12:02:25.880] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
8664f6fb,FA||Url||taskID[2019353642] dealloc,1
09fa24cf,[0706/120226:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
be498753,ARPT: 739212.381809: wlc_dump_aggfifo:,1
b1761467,ARPT: 739212.515229: wlc_dump_aggfifo:,1
371736d8,ARPT: 739212.726599: wlc_dump_aggfifo:,1
b234e898,ARPT: 739212.932332: wlc_dump_aggfifo:,1
519c88d4,[12:02:33.514] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
8560f249,ARPT: 739239.470959: wlc_dump_aggfifo:,1
71c71a06,ARPT: 739239.550251: wlc_dump_aggfifo:,1
0a5b0c60,ARPT: 739239.628907: wlc_dump_aggfifo:,1
7225f51e,ARPT: 739239.756276: wlc_dump_aggfifo:,1
7033f12b,ARPT: 739239.837403: wlc_dump_aggfifo:,1
708cc78a,ARPT: 739239.970032: wlc_dump_aggfifo:,1
13a18fbc,ARPT: 739240.046458: wlc_dump_aggfifo:,1
42042485,ARPT: 739241.558267: wlc_dump_aggfifo:,1
12bedcc1,ARPT: 739241.686926: wlc_dump_aggfifo:,1
6620306f,ARPT: 739241.814719: wlc_dump_aggfifo:,1
7e8b437a,ARPT: 739241.949365: wlc_dump_aggfifo:,1
f6bf4997,ARPT: 739242.025928: wlc_dump_aggfifo:,1
bf0ab85d,ARPT: 739243.619410: wlc_dump_aggfifo:,1
f770a400,ARPT: 739243.701509: wlc_dump_aggfifo:,1
0bb9eed1,ARPT: 739243.779849: wlc_dump_aggfifo:,1
a6db1769,ARPT: 739243.856206: wlc_dump_aggfifo:,1
17848926,ARPT: 739246.523969: wlc_dump_aggfifo:,1
1750dafb,ARPT: 739246.723194: wlc_dump_aggfifo:,1
9ac4df4d,ARPT: 739246.800614: wlc_dump_aggfifo:,1
1d60eaf5,<*>(36937) deny network-outbound /private/var/run/mDNSResponder,7
bf9b259a,[0706/120312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
95052702,[12:03:12.044] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
17324c0a,ARPT: 739253.582611: wlc_dump_aggfifo:,1
a93c0070,ARPT: 739253.715901: wlc_dump_aggfifo:,1
65b0241b,ARPT: 739253.861097: wlc_dump_aggfifo:,1
4eab46c4,ARPT: 739253.936834: wlc_dump_aggfifo:,1
056c56de,[12:03:40.748] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
64187b37,ARPT: 739286.671744: wlc_dump_aggfifo:,1
3a624572,[12:05:06.461] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
199c2025,[0706/120507:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
38345712,FA||Url||taskID[2019353643] dealloc,1
7b394c19,[12:05:08.923] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
1499b912,FA||Url||taskID[2019353644] dealloc,1
743c8278,<*>(36956) deny network-outbound /private/var/run/mDNSResponder,6
48db046e,FA||Url||taskID[2019353645] dealloc,1
e16d42f0,FA||Url||taskID[2019353646] dealloc,1
a57220a5,-[SOAPParser:0x7fad94ba5850 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
e6f5812e,FA||Url||taskID[2019353647] dealloc,1
bb1fdece,[14:06:22.830] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
3a71c5da,[0706/140623:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
f29e395c,ARPT: 739854.900114: wlc_dump_aggfifo:,1
aae1995c,ARPT: 739859.475757: wlc_dump_aggfifo:,1
5d0ffc99,ARPT: 739859.932533: wlc_dump_aggfifo:,1
0076b013,ARPT: 739860.386578: wlc_dump_aggfifo:,1
ab074b5c,ARPT: 739860.527828: wlc_dump_aggfifo:,1
1134950c,[14:07:50.447] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
2d16182a,[14:07:50.510] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
cac50462,[0706/140750:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
2bfe03ff,vm_compressor_record_warmup (711798 - 722124),1
e945477c,[14:08:54.126] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
268c4b1a,<*>(37022) deny network-outbound /private/var/run/mDNSResponder,6
f9a46fa1,ARPT: 739945.855095: wlc_dump_aggfifo:,1
74b455c8,ARPT: 739945.994361: wlc_dump_aggfifo:,1
3e368f09,FA||Url||taskID[2019353648] dealloc,1
9a507174,[0706/141554:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,2
e45e9413,[14:15:54.216] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
0630ebaf,ARPT: 739955.511922: wlc_dump_aggfifo:,1
148e3e5b,ARPT: 739960.248983: wlc_dump_aggfifo:,1
bae51b77,ARPT: 739960.388421: wlc_dump_aggfifo:,1
b4a5ea8b,ARPT: 739960.518600: wlc_dump_aggfifo:,1
f026d482,ARPT: 739960.599834: wlc_dump_aggfifo:,1
5dec0c6c,[14:16:00.261] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
02ebbfa6,14:16:05.664 : Discoverable mode changed to Contacts Only,1
6c6b0683,14:16:05.665 : BTLE scanning started,1
8e888ab0,14:16:05.667 : Scanning mode Contacts Only,1
fc025715,14:16:05.671 : BTLE scanner Powered On,1
f265876d,14:16:06.179 : Starting AirDrop server for user 501 on wake,1
fa8ef651,14:16:06.179 : Scanning mode Contacts Only,1
334a317d,FA||Url||taskID[2019353649] dealloc,1
19700c05,<*>(37034) deny network-outbound /private/var/run/mDNSResponder,1
9ad74a96,14:16:58.925 : BTLE scanner Powered Off,1
6e324257,14:16:59.013 : Purged contact hashes,1
7cff02b6,14:16:59.013 : Discoverable mode changed to Off,1
8fd0229d,14:16:59.013 : BTLE scanning stopped,1
f5ecfbd3,<*>(37051) deny network-outbound /private/var/run/mDNSResponder,7
a91fbb63,-[SOAPParser:0x7fcec0d3d020 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
688a3e8b,FA||Url||taskID[2019353650] dealloc,1
8d374b16,<*>(37058) deny network-outbound /private/var/run/mDNSResponder,7
e9caedee,2017-07-06  GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2]       ,10
923f23dc,2017-07-06  GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2]      ,12
559fa325,-[SOAPParser:0x7f83037a0e40 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
19adecb9,2017-07-06  GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2]        ,3
378cbf7a,<*>(37065) deny network-outbound /private/var/run/mDNSResponder,5
b9945738,-[SOAPParser:0x7ff2341f0e90 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
23c43245,15:30:54.181 : Discoverable mode changed to Contacts Only,1
30f9bda2,15:30:54.182 : BTLE scanning started,1
aeeb6451,15:30:54.182 : Scanning mode Contacts Only,1
6c334404,15:30:54.368 : Starting AirDrop server for user 501 on wake,1
acca9cc2,15:30:54.369 : BTLE scanner Powered On,1
86113b32,15:30:54.369 : Scanning mode Contacts Only,1
7d7bbdea,FA||Url||taskID[2019353651] dealloc,1
7b648623,<*>(37075) deny network-outbound /private/var/run/mDNSResponder,6
fe5a484f,-[SOAPParser:0x7fd268d905d0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
dc995fc1,15:32:33.982 : BTLE scanner Powered Off,1
47cc4a7a,15:32:33.983 : BTLE scanner Powered Off,1
2c9356e1,15:32:34.071 : Purged contact hashes,1
356bf2b4,15:32:34.071 : Discoverable mode changed to Off,1
9e4f3df3,15:32:34.071 : BTLE scanning stopped,1
9a55e69c,<*>(37081) deny network-outbound /private/var/run/mDNSResponder,7
40a26678,-[SOAPParser:0x7f89751669a0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
09e48674,[16:12:16.012] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
4b64cbbe,FA||Url||taskID[2019353652] dealloc,1
e89e5039,[0706/161216:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
5e7c88ee,[16:12:17.386] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
70770ed1,[16:12:17.918] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
79a88627,FA||Url||taskID[2019353653] dealloc,1
94735318,[0706/161551:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
5033e466,[16:15:51.903] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
db83d4ae,ARPT: 740428.982836: wlc_dump_aggfifo:,1
942d3e1e,FA||Url||taskID[2019353654] dealloc,1
6898b56c,ARPT: 740449.245157: wlc_dump_aggfifo:,1
d5133690,[16:17:37.036] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
f97c7386,[0706/161737:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
999ac6f8,[16:17:39.021] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
083ae31f,FA||Url||taskID[2019353655] dealloc,1
e6f8ec62,<*>(37098) deny network-outbound /private/var/run/mDNSResponder,6
0c7dd778,-[SOAPParser:0x7fa1da659a30 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
d3e0720c,[16:29:37.834] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
e503f9bd,[0706/162938:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
81f9c3f1,ARPT: 740511.595215: wlc_dump_aggfifo:,1
8bebf31c,ARPT: 740516.290185: wlc_dump_aggfifo:,1
1e324f15,[16:29:49.119] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
c658aa1c,[16:29:57.441] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
fb4260a8,FA||Url||taskID[2019353656] dealloc,1
a4020fb3,<*>(37111) deny network-outbound /private/var/run/mDNSResponder,1
b99e5a5e,-[SOAPParser:0x7fb15643b1a0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
671ba5a7,<*>(37120) deny network-outbound /private/var/run/mDNSResponder,6
e1550fa9,-[SOAPParser:0x7feb0871ed70 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
38387a3b,17:23:43.193 : Discoverable mode changed to Contacts Only,1
db125f1d,17:23:43.193 : BTLE scanning started,1
2dba6b4c,17:23:43.193 : Scanning mode Contacts Only,1
ee9d7a23,17:23:43.276 : Starting AirDrop server for user 501 on wake,1
49c15d70,17:23:43.327 : BTLE scanner Powered On,1
634148c8,17:23:43.328 : Scanning mode Contacts Only,1
80ffe412,<*>(37132) deny network-outbound /private/var/run/mDNSResponder,7
8ccaa0dc,-[SOAPParser:0x7fa840677ae0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
4090cde4,FA||Url||taskID[2019353657] dealloc,1
710d8798,FA||Url||taskID[2019353658] dealloc,1
f6767177,FA||Url||taskID[2019353659] dealloc,1
c3e3c1c8,FA||Url||taskID[2019353660] dealloc,1
fd605fc5,[17:41:50.494] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
3d31c282,[17:41:50.542] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
706af2e0,[17:42:40.262] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
c919c628,[17:42:51.000] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
fba3721f,FA||Url||taskID[2019353661] dealloc,1
a23bc901,FA||Url||taskID[2019353662] dealloc,1
a2ea7afd,FA||Url||taskID[2019353663] dealloc,1
a736b6b0,FA||Url||taskID[2019353664] dealloc,1
8d2c1809,FA||Url||taskID[2019353665] dealloc,1
ee39b614,[18:09:35.562] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
bee1aeef,[18:09:35.577] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
bce0bae6,FA||Url||taskID[2019353666] dealloc,1
205f758a,[18:10:18.920] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
e182b551,[18:10:26.532] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
0e1902e4,FA||Url||taskID[2019353667] dealloc,1
4b245b49,FA||Url||taskID[2019353668] dealloc,1
0fe86a58,18:22:57.162 : BTLE scanner Powered Off,1
b076aa46,18:22:57.507 : Starting AirDrop server for user 501 on wake,1
281af7dc,18:22:57.507 : Scanning mode Contacts Only,1
47c0b4a1,18:22:57.508 : BTLE scanner Powered ,2
0b6f5421,18:22:57.509 : BTLE scanner Powered On,1
3215121b,18:23:07.358 : BTLE scanner Powered Off,2
a1ee5aa0,18:23:12.256 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
50659e3c,18:23:14.574 : Starting AirDrop server for user 501 on wake,1
9fdfe474,18:23:14.575 : BTLE scanner Powered ,2
399dbe6d,18:23:14.576 : BTLE scanner Powered On,1
f3b4ffdb,18:23:14.576 : Scanning mode Contacts Only,1
94264adc,18:23:23.646 : BTLE scanner Powered Off,1
f67c59be,18:23:33.830 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
35ee7ade,18:23:48.843 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
779c8bf0,18:36:50.406 : BTLE scanner Powered ,2
2454c3ce,-[SOAPParser:0x7fd32cf055c0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
60d9e72f,18:37:21.294 : Starting AirDrop server for user 501 on wake,1
62eb4633,18:37:21.294 : Scanning mode Contacts Only,1
25b4b32b,18:37:30.915 : BTLE scanner Powered Off,1
2e4b7027,18:37:30.916 : BTLE scanner Powered Off,1
9d2466a5,FA||Url||taskID[2019353669] dealloc,1
31576f2b,18:37:36.317 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
6ec112a3,FA||Url||taskID[2019353670] dealloc,1
0ecb0940,18:37:51.327 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
9d0eb819,18:50:29.406 : BTLE scanner Powered ,2
3d5abfe7,-[SOAPParser:0x7fd80b774120 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
0ce12118,18:51:08.525 : Starting AirDrop server for user 501 on wake,1
7c2a8546,18:51:08.526 : Scanning mode Contacts Only,1
a70c52db,18:51:18.149 : BTLE scanner Powered Off,1
4f7ccc42,18:51:18.150 : BTLE scanner Powered Off,1
ed305900,18:51:23.469 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
fd1106c4,18:51:38.482 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
efb3c4bd,19:04:07.402 : BTLE scanner Powered ,2
69281ffc,[19:04:08.021] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
2f32b62a,-[SOAPParser:0x7fc09bf10110 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
a59862da,19:04:47.373 : Starting AirDrop server for user 501 on wake,1
3483ced6,19:04:47.374 : Scanning mode Contacts Only,1
c29b0a6e,19:04:57.001 : BTLE scanner Powered Off,1
4f6ceccf,19:05:03.018 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
9220a94f,19:05:18.028 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
25a6b45f,19:17:46.405 : BTLE scanner Powered ,2
b23c1961,19:17:46.406 : BTLE scanner Powered On,1
c43a804f,FA||Url||taskID[2019353671] dealloc,1
24038c02,-[SOAPParser:0x7f97535e8090 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
a3999547,19:18:27.422 : Starting AirDrop server for user 501 on wake,1
